text,label,pred_label,prob_negative,prob_positive,confidence
"Jack Frost 2, is probably the most cheesiest movie I have ever seen in my life. The complete title of the film, is Jack Frost 2: Revenge of the Mutant Killer Snowman. Horror movie fans that have a taste for campy story lines, will be delighted to watch this. This film was straight to video, and for good reasons. Here's why: The acting, was so atrocious, and so terrible, that it could cause one to cry. The main character had no personality, and the actor's bad acting made it all worse. The screenplay was, was also atrocious. Each character always says a cheesy line, and add the cheesy lines to the bad choreography, then you have something bad. Second, the story line isn't really all that impressive, but since this movie was straight to video, it is forgiven. The director, and writer could have turned the idea of a killer snowman, into something cool, but they didn't. They story has lots of plot holes in it. In the beginning, a cup of coffee gets knocked into the fish tank, with the melted Jack Frost. Scientists try to restore his life, but they couldn't. Once the cup of coffee fell into the tank, Jack Frost was completely restored. Now he is immune to anti-freeze. In Jack Frost part 1, the main character's DNA got mixed up with the Anti-freeze that was used to kill Jack Frost. Since the main character is allergic to bananas, Jack Frost is too. Hence, here's my point. They say that Sam's DNA combined with Jack Frost's. But, one of the scientists had some saliva on the cup, so when it fell into the tank, the scientists DNA would have been combined with Jack Frosts. Another thing, the special effects weren't very good either. Here's the good points: Jack Frost 2 has lots of blood, that looks pretty realistic. Even though this movie is flawed to hell, it is still entertaining. Overall, Jack Frost 2 is an enjoyable horror movie. The first one was better though. 7 out of 10.",1,0,0.9983103275299072,0.0016897234600037336,0.9983103275299072
"'Ernest Saves Christmas' is comedian Ernest's Christmas special film. In this film, Ernest has to find a successor to Santa Claus in order for Christmas to continue. Along the way, he meets a young girl who is a thief and who ends up stealing something very important of Santa's (I won't tell you what that is; you'll just have to watch the film for yourself). Like most Ernest films, there is a lot of slapstick humor involved.<br /><br />This film is probably one of Ernest's best films. It's funny, and it has some important lessons to learn regarding friendship and family and not being afraid to show love. It's not the best Christmas film around, but it is a good one to get you in the Christmas spirit. It's a little bit sad that the film is a little dated now.",0,1,0.0016929744742810726,0.9983069896697998,0.9983069896697998
"**SPOILERS AHEAD**<br /><br />It is really unfortunate that a movie so well produced turns out to be<br /><br />such a disappointment. I thought this was full of (silly) clichés and<br /><br />that it basically tried to hard. <br /><br />To the (American) guys out there: how many of you spend your<br /><br />time jumping on your girlfriend's bed and making monkey<br /><br />sounds? To the (married) girls: how many of you have suddenly<br /><br />gone from prudes to nymphos overnight--but not with your<br /><br />husband? To the French: would you really ask about someone<br /><br />being ""à la fac"" when you know they don't speak French? Wouldn't<br /><br />you use a more common word like ""université""? <br /><br />I lived in France for a while and I sort of do know and understand<br /><br />Europe (and I love it), but my (German) roommate and I found this<br /><br />pretty insulting overall. It looked like a movie funded by the<br /><br />European Parliament, and it tried too hard basically. It had all<br /><br />sorts of differences that it tried to tie together (not a bad thing in<br /><br />itself) but the result is at best awkward, but in fact ridiculous--too<br /><br />many clashes that wouldn't really happen. Then the end of the<br /><br />movie--the last 10 minutes--ruined all the rest. Why doesn't Xavier<br /><br />talk to the Erasmus students he meets back in Paris? Why does<br /><br />he just walk off? Why does he just run away from his job, is that<br /><br />""freedom""? And in the end, is the new Europe supposed to rest on<br /><br />a bunch of people who smoke up and shag all day? Is this what<br /><br />it's made up of? <br /><br />Besides, the acting was pretty horrible. I can't believe Judith<br /><br />Godrèche's role and acting. Why was she made to look like<br /><br />Emanuelle Béart so much? At first I thought Xavier was OK but<br /><br />with retrospect I think he was pretty bad. <br /><br />And that's all really too bad, because technically (opening credits,<br /><br />scenes when he's asking what papers he needs) it was really<br /><br />good (except for sound editing around the British siblings), and the<br /><br />soundtrack was great too. So the form was good, but the content<br /><br />pretty horrible.",1,0,0.9983043670654297,0.0016956247854977846,0.9983043670654297
"Lois Weber's film ""Hypocrites"" was and still kind of is a very bold and daring film. I enjoyed it and was very impressed by the filming and story of it. The priest sees the hypocrisy of the people in his church and tries to show them the ""naked"" truth. The people are appalled when he reveals the naked statue portraying truth, after failing to lead them to it and the few that did, help along the way. The people do not want to face the truth that they are doing anything wrong, but it shows them putting things before God, going to beach parties acting inappropriate, their materialistic ways, and other things in which the people of our world do that tend to not be morally right. In the end, failing to gain any followers, he must enter into the gates of heaven alone. This film seems to me to be very bold, in the fact that a naked woman is shown throughout it, especially considering the time period in which this film was made. The imagery and symbolism portrayed in this movie I found incredible. The way they made the naked woman translucent and using a naked woman to symbolize the naked truth shows a lot of creativity and art. Showing the different sins of the people as they walked down the road and refused to follow along the path, each with different excuses, setbacks, and/or higher priorities, was a great way of representing the people of today. This film does a very good job of getting the moral message across to its audience. Lois Weber has a tremendous way of capturing her spectators' attention with her creativity, symbolism, visuals, and through auditory. Even the music of the piano throughout this film is very beautiful and fitting with the whole theme.",0,1,0.001699197106063366,0.9983008503913879,0.9983008503913879
"I love this show. I watched every episode last year. I bought the DVDs. And I tune into to watch tonight and I see for some reason you have retooled this great show. And you have taken what made it work and ruined it. You took one of the best aspects of the show away which was the 4 friends. Sam, Sully, Lizzy and Piper. I love the other characters as well, but they are good in small dozes like Derek, Darcy and even Sully. It is like the show lost some of its family and everyone else is trying to hard to fill in. It is overdose. While things are funny in small dozes when you are exposed to it all the time it goes from funny to annoying. I was so looking forward to the return of this show. So please bring back the charm. Even if you could not fit Piper into the show at least bring Lizzy back. But I loved those girls. They brought the fun. The show was about Sam trying to live his business life and handle his personal life and friends as well. That was the charm. And that great dog as well.<br /><br />I hope the network (FOX) forced the writers to do this and the writers did not willingly do this to the show. I will give the show a couple more episodes before I give up, but tonight's episodes were bad. I made a big deal out of the show returning tonight and had people over and I felt like a fool, because no one was laughing except 2-3 times. I apologized to them and said I don't know what happened. And about 10 minutes into the episode I realized they were not going to show Piper or Lizzy and this was no longer a must see TV comedy.",0,1,0.0017315024742856622,0.9982684850692749,0.9982684850692749
"All in all, don't expect much and you won't be disappointed.<br /><br />And if you want to see a movie that will take you back to 1983, this will do that for sure. The only reason I gave this movie 2 points more than it deserves is for 2 reasons:<br /><br />#1. Michael Caine<br /><br />#2. the people, the sights, the culture and the music of Brazil <br /><br />The movie is almost completely carried by Caine as he commits the seemingly impossible task of transforming it into a viable and semi-believable story. Even Joe Bologna and Valerie Harper fall short. <br /><br />Michael Caine is pure class, as always. Besides being a gifted classical and comic actor, Caine brings a blend of introspection, mischievousness and sensitivity to every movie he does ... the focus of his charm as far back as his role in Alfie...and the reason why he won the Academy Award for Hannah and her Sisters 2 years later. In this farce, he is tenderly beguiling...funny and vulnerable... melancholy and sentimental....and besides the jewel that is Rio de Janeiro, the ONLY reason to not seek out a better form of entertainment.<br /><br />Well...maybe a glimpse at the 2 lovely young actresses, Michelle Johnson and Demi Moore would be a reason. But look is all you can do at Michelle (though her look seems sorely dated)....there couldn't be a more painful movie experience than watching her ""try"" to act (most of her dialogue seems overdubbed, too). Demi's acting and looks hold up 100 times better and you could easily transplant her, as is, into any movie today (she doesn't really look much different to be honest). Ms. Moore is surely underused, especially considering she was the bigger star of the 2. <br /><br />Save the fact that it is a silly farce, at the end, I actually kind of like the maturity with which all these people handle this scandalous situation...that it doesn't end friendships nor marriages and that an affair, even with the underage daughter of your best friend, could be forgiven and everyone can move on. The injured parties do show anger and disappointment at what transpired, but all works out for the best....a bit unrealistic for sure, but surprisingly refreshing. Hope always is.",0,1,0.0017347207758575678,0.9982653260231018,0.9982653260231018
"OK. Who ever invented this film hates humanity and wants to see them all slit their throats. This ""film"" was absolute and utter filth. What the heck was up with the weird old bags eyes? Seriously, was she on some sort of horrible drug and then she like just thought she could control people? She was running around with her freaking evil eye and it was like what? Do I have a booger hanging out of my nose? What are you staring at? Are you like the sea witch or something? All and all though I thought the graphics were top notch old chap. For that alone I would give it a ten. But just cover your ears when you are watching it. The pure and complete evil that comes from that film will make your ears bleed and your eyelids fall off. Who knows? You might even get a knot in your small intestine. You better watch out fools.",1,0,0.9982532858848572,0.0017466595163568854,0.9982532858848572
"Having watched this movie several times, I have come to the conclusion that Milos Forman made a very daring decision to manufacture a muse for Goya, when the artist led what most would consider a tempestuous,passionate life while the French Revolution and the Napoleonic era raged across Europe, surely one that would have sufficient drama upon which to draw. While I do understand that Mr. Forman was relating in the microcosm of the tragedy of Ines' life the devastation of the world at that time, I was left feeling that there was just so much of Goya left out, so much of his humanity. The strongest and most eloquent point this film made was that because of man's fallen nature each of us is a potential villain in the stream of life, each of us has evil within us that we must fight with the help of God. How eloquent when Goya says he should have helped Ines more, how true for all of us! We must defend and protect the innocent. The superbly ironic scene in which the once imprisoned priest sentenced to die pronounces the death sentence on Lorenzo who condemned him originally is the stuff of genius. I was left wanting something more when the credits rolled. Maybe less of the unreal coincidences, and more of the inner life of the characters.",0,1,0.0017553537618368864,0.9982446432113647,0.9982446432113647
"I remember this film as the other person that commented said. I recorded over it but wish I had it now just because it had to be one of the worst movies ever. Funny, in a real bad way. I remember the tag line on the box was ""The ultimate frontal lobotomy"". I got it from my mom, who got it from a friend at work who said it was the worst / cheesiest movie she had ever seen, so my mom said ""My son will probably love it."" and the woman gave it to her just to get it out of her possession. I then later taped over it, which I regret. I also remember the ""corck screw"" thing was one of those ball catcher things.... the yellow cone shaped things, with a red ""button"" at the end, and when you hit the red thing, it sends a ball flying. Well, they used that with a crank on one end, and a corkscrew in the funnel. When the killer killed they would show him coming forward with the ""weapon"" and then cut to a close up of what appeared to be raw chicken and fake blood on the victims head. I don't know what else to say about this ""gem"" except that if you like bad films, it doesn't get any worse than this.",1,0,0.9982380867004395,0.0017619234276935458,0.9982380867004395
"To surmise, this film involves two actors (Caine and Moran) trying to con a gangster. The plot is flimsy at best as several plot holes occur throughout. However this normally shouldn't matter as the comedy should carry a film like this. There are some genuinely funny bits (mostly provided by Dylan Moran). However, other times, there are long melodramatic scenes that fail to add anything to the movie. Caine's character seemed overdone to me. Especially at the start, he continually quotes Shakespeare and acts like a pompous actor. One could say he was playing the part properly but the character seemed to me flat and unfunny. Overall I would say see only if a fan of the actors involved. Otherwise wait for video or tv.",1,0,0.9982353448867798,0.0017646132037043571,0.9982353448867798
"The 80's is largely considered the decade in which horror decided to have fun. Sometimes, there were some definite brains behind it all (""Evil Dead II"", ""Night of the Creeps"" and ""Return of the Living Dead"" for example) and then there were those movies that were mindless but had a definite low rent charm and were perfect for a night with beer and friends. Movies like ""Pieces"" and ""Blood Diner"" stacked rental shelves in the 80's and 90's, offering little in intelligence or craftsmanship but plenty in dumb entertainment. Kevin Tenney's 1988 movie ""Night of the Demons"" is a part of this tradition-stupid, poorly acted and not an original bone in it's body, but dammit if you don't have a good time.<br /><br />The plot is so simplistic it just had to come from the 80's: a group of dumb teens played by a bunch of actors in their mid to late 20's decide to go to a party at Hull House thrown by Angela (Mimi Kinkade) and Suzanne (Scream Queen legend Linnea Quigley.) Well, Angela and co. decide to throw a séance. This turns out to be as Will Arnett's ""Arrested Development"" character Gob would call it, a ""Huge Mistake,"" because a demonic force soon possesses Angela, and starts to get to the others as well.<br /><br />Take ""The Evil Dead"", ""A Nightmare on Elm Street"" and your average dumb dead teen flick, throw them in a blender, and ""Night of the Demons"" is what you get. The movie is anything but original, and really, it's not a good movie. The whole thing is insanely derivative, the acting is terrible, the jokes often fall flat, the characters are annoying (especially the character of Stooge) and the plot holes are numerous. That out of the way, it's still a lot of fun. So why? <br /><br />Well for one thing, the make up and gore effects are top notch, with some really memorable moments (especially a nasty and just plane odd bit with a tube of lipstick) that really stick out. It also rarely if ever takes itself too seriously, yet with the exception of some terrible puns, plays it straight and never wastes the audiences time with winking self awareness. Plus, there's a definite energy and enthusiasm to the whole enterprise that's almost impossible to resist. Yeah, it's nothing special, but it knows that, and it couldn't be more proud of that fact. It's a goofy party horror movie, and it never pretends to be anything more.<br /><br />It might not be a classic, but ""Night of the Demons"" is a good example of horror junk food done right. It might not be too memorable or original, but sometimes you don't want a fancy beer. Sometimes you want a Budweiser.",1,0,0.9982307553291321,0.0017693133559077978,0.9982307553291321
"It was only the second year of the Academy but already they were voting politically - Jeanne Eagels' brilliant performance in this creaky early talkie had to make do with an Oscar nom and the statuette went to the worst performance ever to win - Mary Pickford's in COQUETTE. The only existing print was a work print without music or final editing, but wherever it's shown, Eagels stuns and captivates with her beguiling, powerful performance. She is so convincing on the witness stand that while we know she is lying through her teeth (we did after all SEE her kill the man), we in the audience find ourselves, like the jurors, believing in her innocence, before we suddenly catch ourselves. THAT is GREAT ACTING. The film needs to be made available on video so that the world can enjoy this terrific performance again. (One silent of Jeanne's exists in archive print - MAN, WOMAN AND SIN - and her only other talkie, JEALOUSY, is ""lost,"" so this is the only document we have of her. Run to see it (when it first came out of the archives to be shown in NYC in the early 70s, the Village Voice printed a full page review, worshipping the Eagels performance).",0,1,0.0017692178953438997,0.9982307553291321,0.9982307553291321
"------ Spoilers----- Spoilers----- Spoilers--------just a few small ones <br /><br />Saw this on Satilite channel, missed the first 30 min of movie, will keep this comment short and informative.<br /><br />The movie is basically about 5 characters,The acting is very bad for afew characters. 1 girl with the help of another girl kidnaps 3 different people but it backfires and the 3 kidnap the 2. This is one of those types of movies where the script writers try to be thought provoking or philosophical, mysterious and ... you get the point; but do to their own, personal, lack in thinking they fall terribly short. Like one of the captives who is supposed to be some type of psychology nerd - looks the part but his tongue can't speak it. THe writers think that if the nerd uses a lot of 8 letter words amateurishly - unknowingly i believe - that the viewers will be ignorant enough to believe it. I wish i could give an example but i cant recall any - exactly as it was said. The ending was bad as well. But the one female captive acted her role as an old and relatively wise lady, although she, as well as the rest, had a lot of cliché s.<br /><br />So Why would i give this movie a 7 stars if I thought all the above? Simple, I give the entire seven stars to LISA KELLER - one sexy a$$ momma. SHE is FINE lol. I am an appreciator of beauty, and she is exactly that. But don't get me confused because I'm not a pervert and this movie is NOT a porno in any way. their is somethin about her I cant explain, but i like it. I remember the scene where a captive has broke free and as he looks for a way out, bumps into Keller. She tries to get way but she doesn't have a chance. He throws her down, kneeling on the stairs and he pulls her pants down, no panties ;). Now, although she has an AMAZING ass - and the this shot leaves little to the imagination for a long 30 seconds i think - it was her facial expression that got me. she wanted it, and that look had me thinking i was behind that. I would have torn that booty up! After that expression, i jus couldn't look at her objectively anymore, I WAS IN LOVE. lol. I am glad to have seen this movie but if Lisa Keller wasn't playing the lead role, I would have changed the channel.. well... after i had seen the scene i mentioned above. I am a LISA KELLER fan know, but is seems that she isn't a consistent actor, seeing this 2003 movie is her latest. But i am lookin forward to another movie with her in it.",1,0,0.9982303977012634,0.001769670401699841,0.9982303977012634
